year,species,weight,value,trip_n,harv_n
1957,Wolffish Atlantic,139300,4191,,
1958,Wolffish Atlantic,100700,3034,,
1959,Wolffish Atlantic,103500,3466,,
1960,Wolffish Atlantic,85200,2581,,
1961,Wolffish Atlantic,49400,1527,,
1962,Wolffish Atlantic,44300,1321,,
1963,Wolffish Atlantic,49000,1561,,
1964,Wolffish Atlantic,25793,875,,
1965,Wolffish Atlantic,41503,1235,,
1966,Wolffish Atlantic,11731,382,,
1967,Wolffish Atlantic,14290,573,,
1968,Wolffish Atlantic,14247,451,,
1969,Wolffish Atlantic,14404,487,,
1970,Wolffish Atlantic,18815,777,,
1971,Wolffish Atlantic,14572,609,,
1972,Wolffish Atlantic,17831,956,,
1973,Wolffish Atlantic,20245,1007,,
1974,Wolffish Atlantic,23305,1429,,
1975,Wolffish Atlantic,29296,2091,,
1976,Wolffish Atlantic,47883,4238,,
1977,Wolffish Atlantic,47512,4390,,
1978,Wolffish Atlantic,128771,12481,,
1979,Wolffish Atlantic,173518,19611,,
1980,Wolffish Atlantic,358116,37444,,
1981,Wolffish Atlantic,338754,48834,,
1982,Wolffish Atlantic,628627,85887,,
1983,Wolffish Atlantic,724235,95378,,
1984,Wolffish Atlantic,668389,93377,,
1985,Wolffish Atlantic,621236,104618,,
1986,Wolffish Atlantic,915751,227648,,
1987,Wolffish Atlantic,738281,284738,,
1988,Wolffish Atlantic,712346,190255,,
1989,Wolffish Atlantic,420390,137747,,
1990,Wolffish Atlantic,246231,85306,,
1991,Wolffish Atlantic,331786,120438,,
1992,Wolffish Atlantic,318923,107721,,
1993,Wolffish Atlantic,356020,112774,,
1994,Wolffish Atlantic,302234,131040,,
1995,Wolffish Atlantic,229302,99832,,
1996,Wolffish Atlantic,168147,87285,,
1997,Wolffish Atlantic,141058,61034,,
1998,Wolffish Atlantic,125835,73391,,
1999,Wolffish Atlantic,119631,61389,,
2000,Wolffish Atlantic,103217,70187,,
2001,Wolffish Atlantic,90368,48767,,
2002,Wolffish Atlantic,66264,43105,,
2003,Wolffish Atlantic,46756,29360,,
2004,Wolffish Atlantic,59463,32725,,
2005,Wolffish Atlantic,65695,38188,,
2006,Wolffish Atlantic,32743,27517,,
2007,Wolffish Atlantic,25177,22199,,
2008,Wolffish Atlantic,12318,11570,,
2009,Wolffish Atlantic,4279,2494,,
1964,Bloodworms,753414,740815,,
1965,Bloodworms,769936,759582,,
1966,Bloodworms,716211,731335,,
1967,Bloodworms,748110,834826,,
1968,Bloodworms,831551,1049581,,
1969,Bloodworms,782002,999787,,
1970,Bloodworms,845404,1215772,,
1971,Bloodworms,808186,1381676,,
1972,Bloodworms,703986,1325895,,
1973,Bloodworms,803158,1744832,,
1974,Bloodworms,712262,1569823,,
1975,Bloodworms,808903,1779266,,
1976,Bloodworms,532401,1255852,,
1977,Bloodworms,396652,1313987,,
1978,Bloodworms,367783,1164688,,
1979,Bloodworms,440092,1434258,,
1980,Bloodworms,461683,1404222,,
1981,Bloodworms,437004,1394341,,
1982,Bloodworms,656696,1962712,,
1983,Bloodworms,580519,2463415,,
1984,Bloodworms,555789,1878826,,
1985,Bloodworms,550559,1882636,,
1986,Bloodworms,530454,2087210,,
1987,Bloodworms,542142,2404139,,
1988,Bloodworms,400139,1932865,,
1989,Bloodworms,447059,2233164,,
1990,Bloodworms,493821,2685408,,
1991,Bloodworms,483428,2456587,,
1992,Bloodworms,478264,2431139,,
1993,Bloodworms,472038,2447724,,
1994,Bloodworms,537594,2796184,,
1995,Bloodworms,384692,2077334,,
1996,Bloodworms,324093,1757221,,
1997,Bloodworms,387374,2131731,,
1998,Bloodworms,492615,2702488,,
1999,Bloodworms,514717,2887769,,
2000,Bloodworms,327189,1592299,,
2001,Bloodworms,644374,4851471,,
2002,Bloodworms,682994,5759384,,
2003,Bloodworms,607070,5468508,,
2004,Bloodworms,617142,7537966,,
2005,Bloodworms,458643,6074860,,
2006,Bloodworms,462428,5177307,,
2007,Bloodworms,549043,6050904,,
2008,Bloodworms,537011,5912663,,
2009,Bloodworms,574300,6196083,,
2010,Bloodworms,534228,5893249,,
2011,Bloodworms,525827,5846963,,
2012,Bloodworms,457037,5190554,,
2013,Bloodworms,470243,5642886,,
2014,Bloodworms,447767,6084513,,
2015,Bloodworms,400895,6333467,,
2016,Bloodworms,413300,6585071,,
2017,Bloodworms,403136,6442499,,
2018,Bloodworms,415037,6658965,,
2019,Bloodworms,393354,6283315,,
1950,Mussel Blue Sea,1905086,11370,,
1951,Mussel Blue Sea,2620006,13472,,
1952,Mussel Blue Sea,1685336,8725,,
1953,Mussel Blue Sea,301204,1301,,
1954,Mussel Blue Sea,477004,2048,,
1955,Mussel Blue Sea,612956,2829,,
1956,Mussel Blue Sea,713162,2170,,
1957,Mussel Blue Sea,227368,4547,,
1958,Mussel Blue Sea,705544,9093,,
1959,Mussel Blue Sea,141226,1705,,
1960,Mussel Blue Sea,291828,2989,,
1961,Mussel Blue Sea,12892,92,,
1962,Mussel Blue Sea,42778,750,,
1963,Mussel Blue Sea,119544,1407,,
1964,Mussel Blue Sea,90303,1024,,
1965,Mussel Blue Sea,185909,3025,,
1966,Mussel Blue Sea,1405164,20364,,
1967,Mussel Blue Sea,2172320,31473,,
1968,Mussel Blue Sea,2281896,30978,,
1969,Mussel Blue Sea,2068170,28625,,
1970,Mussel Blue Sea,1764551,64431,,
1971,Mussel Blue Sea,880219,35051,,
1972,Mussel Blue Sea,1645136,70826,,
1973,Mussel Blue Sea,2575406,116000,,
1974,Mussel Blue Sea,1806802,82626,,
1975,Mussel Blue Sea,3588348,198036,,
1976,Mussel Blue Sea,7050717,344424,,
1977,Mussel Blue Sea,12380527,680309,,
1978,Mussel Blue Sea,16381730,670468,,
1979,Mussel Blue Sea,17582766,716128,,
1980,Mussel Blue Sea,13662807,546415,,
1981,Mussel Blue Sea,17299359,799906,,
1982,Mussel Blue Sea,16987583,834781,,
1983,Mussel Blue Sea,26075271,1407883,,
1984,Mussel Blue Sea,28267404,1668413,,
1985,Mussel Blue Sea,35687300,2079349,,
1986,Mussel Blue Sea,36573291,2306662,,
1987,Mussel Blue Sea,33062636,1940673,,
1988,Mussel Blue Sea,30618137,1848601,,
1989,Mussel Blue Sea,23946685,1408491,,
1990,Mussel Blue Sea,16329623,865895,,
1991,Mussel Blue Sea,13278748,789667,,
1992,Mussel Blue Sea,18086890,1020859,,
1993,Mussel Blue Sea,28549826,1607749,,
1994,Mussel Blue Sea,27732503,1572428,,
1995,Mussel Blue Sea,37675194,2321533,,
1996,Mussel Blue Sea,32887357,2099075,,
1997,Mussel Blue Sea,25479632,1652302,,
1998,Mussel Blue Sea,16379444,1061195,,
1999,Mussel Blue Sea,11202328,728901,,
2000,Mussel Blue Sea,16628863,1037224,,
2001,Mussel Blue Sea,16885930,2774524,,
2002,Mussel Blue Sea,28088685,4116530,,
2003,Mussel Blue Sea,25123338,4487473,,
2004,Mussel Blue Sea,22754462,3216992,,
2005,Mussel Blue Sea,19673702,2625225,,
2006,Mussel Blue Sea,18785460,2715737,,
2007,Mussel Blue Sea,14526646,1934148,,
2008,Mussel Blue Sea,13008281,1622239,,
2009,Mussel Blue Sea,15503462,2191711,,
2010,Mussel Blue Sea,14671387,2067325,,
2011,Mussel Blue Sea,15831725,1969379,,
2012,Mussel Blue Sea,13952165,1929834,,
2013,Mussel Blue Sea,13336775,2341271,,
2014,Mussel Blue Sea,13300428,2152708,,
2015,Mussel Blue Sea,14068699,2460210,,
2016,Mussel Blue Sea,10225824,2422407,,
2017,Mussel Blue Sea,7223321,2125701,,
2018,Mussel Blue Sea,9804542,2738476,,
2019,Mussel Blue Sea,11005719,3345260,,
1950,Crab Unc,1434400,37654,,
1951,Crab Unc,749700,27731,,
1952,Crab Unc,375400,15204,,
1953,Crab Unc,598400,29110,,
1954,Crab Unc,519600,27498,,
1955,Crab Unc,499300,25977,,
1956,Crab Unc,1199700,34797,,
1957,Crab Unc,756400,36462,,
1958,Crab Unc,1210400,45828,,
1959,Crab Unc,1358500,54964,,
1960,Crab Unc,1225300,53636,,
1961,Crab Unc,1579300,58385,,
1962,Crab Unc,1751500,67952,,
1963,Crab Unc,2010900,84522,,
1964,Crab Unc,1914617,78155,,
1965,Crab Unc,1847907,73591,,
1966,Crab Unc,1774188,75111,,
1967,Crab Unc,1678413,75623,,
1968,Crab Unc,1452647,77275,,
1969,Crab Unc,1185061,66460,,
1970,Crab Unc,1571140,89651,,
1971,Crab Unc,789765,52326,,
1972,Crab Unc,753805,63020,,
1973,Crab Unc,1121197,109004,,
1974,Crab Unc,963820,91902,,
1975,Crab Unc,1271164,676706,,
1976,Crab Unc,1143725,101525,,
1977,Crab Unc,1433596,142106,,
1978,Crab Unc,1510374,180474,,
1979,Crab Unc,1344179,213616,,
1980,Crab Unc,1275695,248401,,
1981,Crab Unc,987966,188733,,
1982,Crab Unc,1802225,345681,,
1983,Crab Unc,2042635,445953,,
1984,Crab Unc,2330960,481853,,
1985,Crab Unc,2321353,438486,,
1986,Crab Unc,1862525,383215,,
1987,Crab Unc,3303457,693737,,
1988,Crab Unc,3120498,667531,,
1989,Crab Unc,3433600,839926,,
1990,Crab Unc,3596796,831615,,
1991,Crab Unc,2968451,687576,,
1992,Crab Unc,1930396,540158,,
1993,Crab Unc,2124193,569915,,
1994,Crab Unc,2012073,536073,,
1995,Crab Unc,2193658,658691,,
1996,Crab Unc,1800214,578015,,
1997,Crab Unc,2820385,1002918,,
1998,Crab Unc,3107696,1115038,,
1999,Crab Unc,2752114,952452,,
2000,Crab Unc,5236116,2196336,,
2001,Crab Unc,8060739,3431119,,
2002,Crab Unc,9535876,4101047,,
2003,Crab Unc,6554938,2684181,,
2004,Crab Unc,5861264,2302868,,
2005,Crab Unc,6005511,2330780,,
2006,Crab Unc,4489135,1650630,,
2007,Crab Unc,4768539,1713728,,
2008,Crab Unc,3588539,1295443,,
2009,Crab Unc,3289739,1174027,,
2010,Crab Unc,3231202,1113694,,
2011,Crab Unc,2477058,943612,,
2012,Crab Unc,1725695,709865,,
2013,Crab Unc,1383877,668011,,
2014,Crab Unc,1793245,806618,,
2015,Crab Unc,897994,897994,,
2016,Crab Unc,1028133,1028133,,
2017,Crab Unc,1783173,1783173,,
2018,Crab Unc,2200143,2200143,,
2019,Crab Unc,1462492,1462492,,
1950,Cusk,1576700,61081,,
1951,Cusk,1381600,70804,,
1952,Cusk,1215400,67402,,
1953,Cusk,1010400,51082,,
1954,Cusk,802400,43552,,
1955,Cusk,673200,34065,,
1956,Cusk,442200,23213,,
1957,Cusk,584100,26808,,
1958,Cusk,542100,29186,,
1959,Cusk,595800,30703,,
1960,Cusk,578200,27869,,
1961,Cusk,599400,31245,,
1962,Cusk,609300,31068,,
1963,Cusk,469500,23256,,
1964,Cusk,370009,17807,,
1965,Cusk,285585,16064,,
1966,Cusk,303032,18579,,
1967,Cusk,193685,11493,,
1968,Cusk,130601,7421,,
1969,Cusk,135042,8108,,
1970,Cusk,265796,19389,,
1971,Cusk,309325,23480,,
1972,Cusk,431931,39076,,
1973,Cusk,577701,61213,,
1974,Cusk,632196,76498,,
1975,Cusk,801263,104463,,
1976,Cusk,862122,146919,,
1977,Cusk,999660,162428,,
1978,Cusk,1340754,228278,,
1979,Cusk,1465739,285886,,
1980,Cusk,1607704,294792,,
1981,Cusk,1534456,345903,,
1982,Cusk,1808153,374515,,
1983,Cusk,2194165,458018,,
1984,Cusk,1825810,420284,,
1985,Cusk,2528135,737097,,
1986,Cusk,1671764,755360,,
1987,Cusk,1296544,712653,,
1988,Cusk,1038705,466426,,
1989,Cusk,939618,456563,,
1990,Cusk,932328,442127,,
1991,Cusk,1228670,673464,,
1992,Cusk,1706516,874684,,
1993,Cusk,1936567,1073995,,
1994,Cusk,1501696,863144,,
1995,Cusk,820599,525900,,
1996,Cusk,436846,319183,,
1997,Cusk,548591,323731,,
1998,Cusk,434018,281120,,
1999,Cusk,278923,209378,,
2000,Cusk,187767,130641,,
2001,Cusk,133124,97734,,
2002,Cusk,114408,74497,,
2003,Cusk,78457,47698,,
2004,Cusk,41434,27001,,
2005,Cusk,53098,33822,,
2006,Cusk,49180,41405,,
2007,Cusk,128844,75483,,
2008,Cusk,42116,58272,,
2009,Cusk,20910,14023,,
2011,Cusk,18276,16559,,
2013,Cusk,24564,17618,,
2015,Cusk,18351,10963,,
2016,Cusk,27145,15252,,
2017,Cusk,15664,9749,,
1964,Shark Dogfish,225173,1216,,
1965,Shark Dogfish,377574,2332,,
1966,Shark Dogfish,572394,3510,,
1967,Shark Dogfish,180984,1060,,
1976,Shark Dogfish,944316,39305,,
1977,Shark Dogfish,1747701,72851,,
1978,Shark Dogfish,1426264,71721,,
1979,Shark Dogfish,2313843,150782,,
1980,Shark Dogfish,1364752,93474,,
1981,Shark Dogfish,1137960,108858,,
1982,Shark Dogfish,622885,65234,,
1983,Shark Dogfish,496093,18755,,
1984,Shark Dogfish,1246520,84529,,
1985,Shark Dogfish,903357,57594,,
1986,Shark Dogfish,769712,42309,,
1987,Shark Dogfish,597510,71879,,
1988,Shark Dogfish,481509,59734,,
1989,Shark Dogfish,4879542,430376,,
1990,Shark Dogfish,6365985,745060,,
1991,Shark Dogfish,2016168,188472,,
1992,Shark Dogfish,1719384,203593,,
1993,Shark Dogfish,3524814,509492,,
1994,Shark Dogfish,1813347,264720,,
1995,Shark Dogfish,1663568,338553,,
1996,Shark Dogfish,911048,169093,,
1997,Shark Dogfish,448660,67723,,
1998,Shark Dogfish,273752,45778,,
1999,Shark Dogfish,34811,8448,,
2008,Shark Dogfish,52342,20788,,
2009,Shark Dogfish,593980,114897,,
2010,Shark Dogfish,228646,62899,,
2011,Shark Dogfish,349166,74849,,
2012,Shark Dogfish,226770,42555,,
2013,Shark Dogfish,106610,17945,,
2014,Shark Dogfish,214763,34990,,
2015,Shark Dogfish,20460,3449,,
1994,Elver,7347,404085,,
1995,Elver,16599,3821944,,
1996,Elver,10179,2236400,,
1997,Elver,7360,1536696,,
1998,Elver,14431,2277999,,
1999,Elver,3818,115742,,
2000,Elver,2625,,,
2001,Elver,1687,40731,,
2002,Elver,9654,278278,,
2003,Elver,3325,84068,,
2004,Elver,1282,119614,,
2005,Elver,5476,1299252,,
2006,Elver,6967,427161,,
2007,Elver,3714,1287479,,
2008,Elver,6951,1486353,,
2009,Elver,5199,519569,,
2010,Elver,3158,584851,,
2011,Elver,8585,7653332,,
2012,Elver,21611,40384618,,
2013,Elver,18080,32931077,,
2014,Elver,9690,8474302,,
2015,Elver,5259,11422831,,
2016,Elver,9400,13446828,,
2017,Elver,9343,12166417,,
2018,Elver,9194,21753350,,
2019,Elver,9620,20119194,,
1950,Haddock,7442000,524315,,
1951,Haddock,5267700,386378,,
1952,Haddock,6107700,434702,,
1953,Haddock,5390800,356940,,
1954,Haddock,5554700,393154,,
1955,Haddock,4565800,276116,,
1956,Haddock,4903600,289303,,
1957,Haddock,4667300,310138,,
1958,Haddock,3996900,339874,,
1959,Haddock,3404700,302911,,
1960,Haddock,3834300,290022,,
1961,Haddock,2939900,227065,,
1962,Haddock,2544600,196319,,
1963,Haddock,2876800,245162,,
1964,Haddock,2938645,258723,,
1965,Haddock,1880798,183245,,
1966,Haddock,1773054,173886,,
1967,Haddock,2350353,214500,,
1968,Haddock,1790450,189461,,
1969,Haddock,982248,138945,,
1970,Haddock,1012883,183829,,
1971,Haddock,820721,179384,,
1972,Haddock,491055,164784,,
1973,Haddock,351731,123630,,
1974,Haddock,228594,86661,,
1975,Haddock,775961,276377,,
1976,Haddock,1536968,733125,,
1977,Haddock,2249642,960036,,
1978,Haddock,4638405,1603485,,
1979,Haddock,6246956,2591997,,
1980,Haddock,7124909,2911847,,
1981,Haddock,8181603,3695665,,
1982,Haddock,8249162,4581736,,
1983,Haddock,9000790,5187106,,
1984,Haddock,4823607,3336271,,
1985,Haddock,1860854,1841131,,
1986,Haddock,1147093,1291594,,
1987,Haddock,736904,1001689,,
1988,Haddock,399551,500611,,
1989,Haddock,323371,421002,,
1990,Haddock,382216,447319,,
1991,Haddock,426028,552690,,
1992,Haddock,614050,744651,,
1993,Haddock,316412,458522,,
1994,Haddock,134860,203276,,
1995,Haddock,135360,193208,,
1996,Haddock,227823,277412,,
1997,Haddock,1009813,1070626,,
1998,Haddock,1797740,2237100,,
1999,Haddock,1588904,2124345,,
2000,Haddock,1693310,2335421,,
2001,Haddock,2799221,3354838,,
2002,Haddock,2268490,2740409,,
2003,Haddock,1473814,1717734,,
2004,Haddock,2221859,2241864,,
2005,Haddock,2087138,2371086,,
2006,Haddock,1028739,1612136,,
2007,Haddock,970976,1512558,,
2008,Haddock,1130705,1470127,,
2009,Haddock,162475,216442,,
2010,Haddock,127650,130983,,
2011,Haddock,27895,33810,,
2012,Haddock,56142,102822,,
2013,Haddock,132030,211279,,
2014,Haddock,283823,382278,,
2015,Haddock,403477,572113,,
2016,Haddock,323264,544695,,
2017,Haddock,369681,548579,,
2018,Haddock,657371,763743,,
2019,Haddock,369331,502501,,
1880,Lobster American,14235102,300000,,
1886,Lobster American,23000592,,,
1887,Lobster American,22916817,500000,,
1888,Lobster American,21695469,500000,,
1889,Lobster American,24451219,500000,,
1890,Lobster American,19997927,,,
1892,Lobster American,17643414,700000,,
1897,Lobster American,11210391,800000,,
1898,Lobster American,12268599,900000,,
1899,Lobster American,12718337,1000000,,
1900,Lobster American,14407061,1000000,,
1901,Lobster American,13983778,1000000,,
1902,Lobster American,14323286,1200000,,
1903,Lobster American,13115165,1200000,,
1904,Lobster American,12083413,1100000,,
1905,Lobster American,11137639,1400000,,
1906,Lobster American,14997894,1600000,,
1907,Lobster American,17396499,1900000,,
1908,Lobster American,17636800,1600000,,
1909,Lobster American,16953374,1800000,,
1910,Lobster American,19936198,2100000,,
1911,Lobster American,16188378,2100000,,
1912,Lobster American,16298608,2000000,,
1913,Lobster American,12176006,1600000,,
1914,Lobster American,12949820,1700000,,
1915,Lobster American,11536672,2300000,,
1916,Lobster American,10154388,2200000,,
1919,Lobster American,5793689,1400000,,
1924,Lobster American,5513705,1800000,,
1928,Lobster American,7101017,2000000,,
1929,Lobster American,6620414,2000000,,
1930,Lobster American,7751374,2000000,,
1931,Lobster American,5365996,1300000,,
1932,Lobster American,6056036,1100000,,
1933,Lobster American,5897305,1000000,,
1934,Lobster American,5377019,900000,,
1935,Lobster American,7687440,1800000,,
1936,Lobster American,5121286,900000,,
1937,Lobster American,7347932,1400000,,
1938,Lobster American,7658780,,,
1939,Lobster American,6624823,1000000,,
1940,Lobster American,7644735,1300000,,
1941,Lobster American,8939070,1600000,,
1942,Lobster American,8405460,1800000,,
1943,Lobster American,11470410,2900000,,
1944,Lobster American,14059080,4000000,,
1945,Lobster American,19132785,7700000,,
1946,Lobster American,18779985,7200000,,
